order_id,order_date,customer_info,customer_age,location,device_type,items,payment_method,currency,discount_code,shipping_cost,total_amount,order_status,loyalty_points,feedback_score
TXN-104470,2024-08-13T13:44:52.393472,"{""name"": ""Mr. Fred Miller DDS"", ""email"": ""fstone@example.com"", ""phone"": ""244-943-5932""}",64,Margarethaven,,"[{""product_id"": ""PRD-980"", ""category"": ""Electronics"", ""price"": 313.37, ""quantity"": 2}, {""product_id"": ""PRD-985"", ""category"": ""Electronics"", ""price"": 36.93, ""quantity"": 2}, {""product_id"": ""PRD-697"", ""category"": ""Clothing"", ""price"": 464.16, ""quantity"": 3}]",credit_card,USD,,5.92,2098.2,Completed,209,4.0
TXN-101866,2024-03-08T03:01:26.744798,"{""name"": ""Kevin Byrd"", ""email"": ""cruzsean@example.org"", ""phone"": ""001-759-840-3197x571""}",33,Port Stacytown,Desktop,"[{""product_id"": ""PRD-460"", ""category"": ""Home & Kitchen"", ""price"": 391.73, ""quantity"": 2}]",credit_card,USD,,12.02,$801.1,Pending,78,
TXN-102514,03/11/2024 17:37,"{""name"": ""Joshua Montes"", ""email"": ""jstewart@example.com"", ""phone"": ""+1-344-816-9127x749""}",30,South Williambury,,"[{""product_id"": ""PRD-543"", ""category"": ""Electronics"", ""price"": 487.56, ""quantity"": 1}, {""product_id"": ""PRD-605"", ""category"": ""Sports"", ""price"": 85.88, ""quantity"": 3}, {""product_id"": ""PRD-584"", ""category"": ""Sports"", ""price"": 166.12, ""quantity"": 3}]",COD,USD,,8.76,1249.35,Failed,124,
TXN-104006,2024-06-02T03:58:47.566036,"{""name"": ""Cesar Murray"", ""email"": ""ycastaneda@example.org"", ""phone"": ""+1-230-445-5734""}",56,Frederickchester,Desktop,"[{""product_id"": ""PRD-811"", ""category"": ""Clothing"", ""price"": 332.1, ""quantity"": 1}, {""product_id"": ""PRD-305"", ""category"": ""Sports"", ""price"": 72.7, ""quantity"": 3}]",PayPal,USD,,7.91,564.57,Failed,55,
TXN-104774,08/11/2024 13:30,"{""name"": ""John Gutierrez"", ""email"": ""brooksjohn@example.org"", ""phone"": ""(893)741-7935x054""}",23,West Teresa,Mobile,"[{""product_id"": ""PRD-850"", ""category"": ""Home & Kitchen"", ""price"": 121.35, ""quantity"": 2}, {""product_id"": ""PRD-626"", ""category"": ""Electronics"", ""price"": 260.4, ""quantity"": 2}]",credit_card,USD,,13.53,782.24,Pending,76,5.0
TXN-101972,2025-03-30T18:42:54.082093,"{""name"": ""Jessica Hansen"", ""email"": ""ochoakatherine@example.org"", ""phone"": ""+1-704-992-7370x2395""}",58,Port Paigeville,,"[{""product_id"": ""PRD-179"", ""category"": ""Clothing"", ""price"": 334.81, ""quantity"": 2}]",Credit Card,USD,Pt10,9.85,677.68,Completed,66,
TXN-101253,2024-05-05T04:55:56.131555,"{""name"": ""April Gonzalez"", ""email"": ""amychurch@example.net"", ""phone"": ""649-657-0674x5746""}",26,Randolphport,Desktop,"[{""product_id"": ""PRD-396"", ""category"": ""Electronics"", ""price"": 17.85, ""quantity"": 2}, {""product_id"": ""PRD-855"", ""category"": ""Home & Kitchen"", ""price"": 408.12, ""quantity"": 1}]",credit_card,USD,,14.75,455.42,Refunded,44,5.0
TXN-101094,2025-01-31T16:19:39.853641,"{""name"": ""Barbara Trujillo"", ""email"": ""michael34@example.com"", ""phone"": ""001-960-733-9130x902""}",28,North Juan,,"[{""product_id"": ""PRD-336"", ""category"": ""Sports"", ""price"": 374.06, ""quantity"": 2}, {""product_id"": ""PRD-486"", ""category"": ""Sports"", ""price"": 197.88, ""quantity"": 3}]",PayPal,USD,,12.09,1353.31,Failed,134,99.0
TXN-103841,2025-05-23T15:39:25.246072,"{""name"": ""Kevin Tucker"", ""email"": ""gina19@example.com"", ""phone"": ""248-670-8481x53453""}",41,North Devinhaven,Desktop,"[{""product_id"": ""PRD-824"", ""category"": ""Electronics"", ""price"": 453.48, ""quantity"": 2}, {""product_id"": ""PRD-375"", ""category"": ""Electronics"", ""price"": 52.22, ""quantity"": 1}]",Credit Card,USD,,13.13,966.19,Failed,95,99.0
TXN-103645,19/05/2024 13:58,"{""name"": ""James Andersen"", ""email"": ""millsamanda@example.net"", ""phone"": ""745.833.7798x2841""}",37,Aliciachester,Desktop,"[{""product_id"": ""PRD-921"", ""category"": ""Electronics"", ""price"": 163.98, ""quantity"": 1}, {""product_id"": ""PRD-596"", ""category"": ""Sports"", ""price"": 379.59, ""quantity"": 1}, {""product_id"": ""PRD-535"", ""category"": ""Electronics"", ""price"": 116.64, ""quantity"": 2}]",Credit Card,USD,iP10,11.37,784.82,Refunded,77,2.0
TXN-104223,2024-12-24T19:05:08.266001,"{""name"": ""William Harmon"", ""email"": ""lmejia@example.org"", ""phone"": ""(866)668-8943""}",63,Elliottstad,Mobile,"[{""product_id"": ""PRD-647"", ""category"": ""Sports"", ""price"": 281.49, ""quantity"": 1}]",COD,USD,kM10,10.68,294.38,Refunded,28,99.0
TXN-100096,2025-02-27T02:23:33.748688,"{""name"": ""Kristin Mcgee"", ""email"": ""dylantrevino@example.net"", ""phone"": ""438-368-8953""}",69,East Carla,Desktop,"[{""product_id"": ""PRD-621"", ""category"": ""Books"", ""price"": 70.66, ""quantity"": 2}, {""product_id"": ""PRD-607"", ""category"": ""Clothing"", ""price"": 415.87, ""quantity"": 1}]",Credit Card,USD,sb10,13.67,565.25,Completed,55,
TXN-101923,12/07/2024 20:59,"{""name"": ""Carol Warren"", ""email"": ""allisonwright@example.net"", ""phone"": ""6262414342""}",44,Derekville,Mobile,"[{""product_id"": ""PRD-366"", ""category"": ""Sports"", ""price"": 11.19, ""quantity"": 2}, {""product_id"": ""PRD-888"", ""category"": ""Clothing"", ""price"": 13.13, ""quantity"": 2}]",Credit Card,USD,,10.76,67.98,Refunded,4,2.0
TXN-100266,2024-05-20T02:01:59.747056,"{""name"": ""Kimberly Fitzpatrick"", ""email"": ""acevedopatricia@example.org"", ""phone"": ""8712645635""}",61,Wigginsbury,Mobile,"[{""product_id"": ""PRD-787"", ""category"": ""Home & Kitchen"", ""price"": 181.98, ""quantity"": 2}, {""product_id"": ""PRD-161"", ""category"": ""Clothing"", ""price"": 279.52, ""quantity"": 2}]",CREDITCARD,USD,Rf10,12.56,939.28,Completed,92,5.0
TXN-103617,2025-01-03T07:58:51.091361,"{""name"": ""Eric Hall"", ""email"": ""michealhale@example.org"", ""phone"": ""(838)896-0147""}",62,West Debrastad,,"[{""product_id"": ""PRD-726"", ""category"": ""Home & Kitchen"", ""price"": 305.39, ""quantity"": 3}, {""product_id"": ""PRD-242"", ""category"": ""Home & Kitchen"", ""price"": 353.1, ""quantity"": 1}, {""product_id"": ""PRD-990"", ""category"": ""Home & Kitchen"", ""price"": 164.27, ""quantity"": 3}]",Credit Card,USD,,10.36,1779.59,Failed,176,3.0
TXN-101286,2025-08-30T06:46:41.447780,"{""name"": ""Michael Carr"", ""email"": ""gibbsjenna@example.com"", ""phone"": ""001-677-889-7698""}",42,Diazchester,,"[{""product_id"": ""PRD-251"", ""category"": ""Books"", ""price"": 380.56, ""quantity"": 3}, {""product_id"": ""PRD-186"", ""category"": ""Clothing"", ""price"": 27.34, ""quantity"": 1}]",credit_card,USD,,7.16,1182.63,Refunded,116,3.0
TXN-101604,28/04/2025 13:29,"{""name"": ""Duane Singleton"", ""email"": null, ""phone"": ""(674)776-8185x4130""}",thirty-five,Myersville,Mobile,"[{""product_id"": ""PRD-383"", ""category"": ""Home & Kitchen"", ""price"": 46.96, ""quantity"": 2}, {""product_id"": ""PRD-691"", ""category"": ""Books"", ""price"": 401.21, ""quantity"": 2}, {""product_id"": ""PRD-536"", ""category"": ""Home & Kitchen"", ""price"": 93.94, ""quantity"": 3}]",Credit Card,USD,IA10,10.93,1192.04,Failed,117,5.0
TXN-103519,2025-08-14T08:00:09.180288,"{""name"": ""Curtis Harrell"", ""email"": ""jason41@example.com"", ""phone"": ""444-820-4143""}",55,Mitchellside,Desktop,"[{""product_id"": ""PRD-651"", ""category"": ""Home & Kitchen"", ""price"": 347.41, ""quantity"": 1}, {""product_id"": ""PRD-673"", ""category"": ""Home & Kitchen"", ""price"": 11.88, ""quantity"": 2}]",PayPal,USD,,8.01,382.0,Pending,37,3.0
TXN-104508,2024-08-21T09:57:23.396572,"{""name"": ""Amy Davis"", ""email"": ""jeffreymanning@example.net"", ""phone"": ""(836)554-7327x558""}",37,Wallaceshire,,"[{""product_id"": ""PRD-149"", ""category"": ""Electronics"", ""price"": 329.11, ""quantity"": 2}, {""product_id"": ""PRD-502"", ""category"": ""Sports"", ""price"": 141.69, ""quantity"": 1}, {""product_id"": ""PRD-336"", ""category"": ""Clothing"", ""price"": 277.74, ""quantity"": 3}]",credit_card,USD,,7.35,$1640.82,Failed,163,4.0
TXN-102202,2024-10-10T14:24:58.647484,"{""name"": ""Michelle Cox"", ""email"": ""cunninghamjennifer@example.com"", ""phone"": ""458-953-9072""}",35,New Kimberly,Mobile,"[{""product_id"": ""PRD-544"", ""category"": ""Sports"", ""price"": 57.08, ""quantity"": 3}]",COD,USD,,11.03,177.05,Pending,17,1.0
TXN-104697,2024-01-01T08:01:19.842904,"{""name"": ""Kristen Johnson"", ""email"": ""justin01@example.org"", ""phone"": ""416.298.9431""}",40,West David,Desktop,"[{""product_id"": ""PRD-764"", ""category"": ""Sports"", ""price"": 85.6, ""quantity"": 2}]",credit_card,USD,vu10,9.93,181.15,Completed,17,5.0
TXN-101350,2024-01-21T04:43:47.542737,"{""name"": ""Joseph Lane"", ""email"": ""tina88@example.net"", ""phone"": ""(590)346-3605x0801""}",67,Port Steven,,"[{""product_id"": ""PRD-522"", ""category"": ""Home & Kitchen"", ""price"": 153.9, ""quantity"": 2}]",COD,USD,,-10.0,313.34,Completed,30,2.0
TXN-103613,2025-03-12T15:47:50.801616,"{""name"": ""Lonnie Clark"", ""email"": ""skramer@example.org"", ""phone"": ""(313)266-5179x677""}",42,Fernandezberg,,"[{""product_id"": ""PRD-135"", ""category"": ""Books"", ""price"": 316.97, ""quantity"": 1}, {""product_id"": ""PRD-952"", ""category"": ""Clothing"", ""price"": 136.03, ""quantity"": 3}]",PayPal,USD,pE10,5.6,$733.43,Pending,72,4.0
TXN-102230,2025-09-27T17:23:58.525697,"{""name"": ""Christine Hernandez"", ""email"": ""jacqueline44@example.net"", ""phone"": ""(501)519-7981x59123""}",22,Port Carolynside,Desktop,"[{""product_id"": ""PRD-650"", ""category"": ""Home & Kitchen"", ""price"": 161.45, ""quantity"": 2}, {""product_id"": ""PRD-726"", ""category"": ""Books"", ""price"": 434.52, ""quantity"": 1}]",credit_card,USD,,8.53,768.45,Completed,75,1.0
TXN-104608,2025-01-20T10:47:16.291651,"{""name"": ""Michael Johnson"", ""email"": ""regina86@example.org"", ""phone"": ""370-943-0953""}",21,Lake Dustin,,"[{""product_id"": ""PRD-327"", ""category"": ""Home & Kitchen"", ""price"": 264.25, ""quantity"": 2}]",Credit Card,USD,bt10,5.13,544.55,Completed,52,2.0
TXN-104155,2025-10-14T15:18:39.574174,"{""name"": ""David Sanchez"", ""email"": ""stevensimmons@example.com"", ""phone"": ""840.357.7971""}",59,South John,,"[{""product_id"": ""PRD-182"", ""category"": ""Clothing"", ""price"": 309.87, ""quantity"": 1}, {""product_id"": ""PRD-236"", ""category"": ""Electronics"", ""price"": 270.92, ""quantity"": 3}, {""product_id"": ""PRD-891"", ""category"": ""Electronics"", ""price"": 443.82, ""quantity"": 3}]",credit_card,USD,FK10,9.69,2465.22,Failed,245,1.0
TXN-102014,26/12/2025 04:33,"{""name"": ""Nancy Roth"", ""email"": ""jamesmarks@example.com"", ""phone"": ""(980)619-6030""}",38,New Lisaborough,Desktop,"[{""product_id"": ""PRD-605"", ""category"": ""Clothing"", ""price"": 321.57, ""quantity"": 1}, {""product_id"": ""PRD-434"", ""category"": ""Books"", ""price"": 25.46, ""quantity"": 2}]",Credit Card,USD,,13.08,386.17,Failed,37,99.0
TXN-101045,2024-11-29T08:05:57.043230,"{""name"": ""Robert Gonzalez"", ""email"": null, ""phone"": ""3935307635""}",30,South Jamie,Desktop,"[{""product_id"": ""PRD-329"", ""category"": ""Books"", ""price"": 378.34, ""quantity"": 3}, {""product_id"": ""PRD-542"", ""category"": ""Home & Kitchen"", ""price"": 12.25, ""quantity"": 2}]",Credit Card,USD,UB10,11.84,1179.26,Refunded,115,3.0
TXN-100194,28/02/2025 11:14,"{""name"": ""Seth Lee"", ""email"": ""anthony45@example.net"", ""phone"": ""+1-206-820-5201x83072""}",65,Port Jamie,,"[{""product_id"": ""PRD-808"", ""category"": ""Books"", ""price"": 272.53, ""quantity"": 1}, {""product_id"": ""PRD-714"", ""category"": ""Electronics"", ""price"": 467.06, ""quantity"": 3}]",PayPal,USD,,14.74,1688.77,Completed,167,5.0
TXN-102946,2024-07-06T11:35:38.357649,"{""name"": ""Katelyn Salazar"", ""email"": ""moorejack@example.net"", ""phone"": ""001-707-422-5081x4539""}",45,Pamelastad,Desktop,"[{""product_id"": ""PRD-243"", ""category"": ""Sports"", ""price"": 461.27, ""quantity"": 1}, {""product_id"": ""PRD-140"", ""category"": ""Clothing"", ""price"": 230.48, ""quantity"": 3}, {""product_id"": ""PRD-584"", ""category"": ""Sports"", ""price"": 167.54, ""quantity"": 1}]",credit_card,USD,vS10,6.19,1334.03,Failed,132,2.0
TXN-103526,2025-05-14T05:00:00.765891,"{""name"": ""Mrs. Patricia Rivera"", ""email"": ""wsmith@example.org"", ""phone"": ""970.345.9105""}",54,New Susanborough,,"[{""product_id"": ""PRD-160"", ""category"": ""Electronics"", ""price"": 268.17, ""quantity"": 2}, {""product_id"": ""PRD-688"", ""category"": ""Clothing"", ""price"": 246.34, ""quantity"": 2}]",PayPal,USD,,12.44,1045.69,Pending,102,3.0
TXN-104943,2025-06-01T23:57:11.330159,"{""name"": ""Timothy Collier"", ""email"": ""fcook@example.net"", ""phone"": ""001-522-660-0427x87034""}",64,East Marychester,Desktop,"[{""product_id"": ""PRD-418"", ""category"": ""Sports"", ""price"": 328.04, ""quantity"": 1}]",credit_card,USD,,8.27,$334.65,Failed,32,1.0
TXN-102639,18/01/2024 07:48,"{""name"": ""Ann Henry"", ""email"": ""bairdpatricia@example.net"", ""phone"": ""209.477.6614""}",20,Danielston,Desktop,"[{""product_id"": ""PRD-735"", ""category"": ""Books"", ""price"": 359.95, ""quantity"": 3}, {""product_id"": ""PRD-756"", ""category"": ""Clothing"", ""price"": 303.55, ""quantity"": 3}]",PayPal,USD,,9.29,2006.78,Completed,199,3.0
TXN-100327,2024-03-13T12:08:14.448401,"{""name"": ""Maurice Estrada"", ""email"": ""mitchellhess@example.org"", ""phone"": ""733.392.2235x2300""}",50,East Wesley,,"[{""product_id"": ""PRD-536"", ""category"": ""Books"", ""price"": 28.9, ""quantity"": 2}]",Credit Card,USD,,8.09,69.47,Pending,5,4.0
TXN-103541,2025-08-14T16:18:32.580245,"{""name"": ""Gabrielle Johnson"", ""email"": ""dpatterson@example.com"", ""phone"": ""480.920.0525x25986""}",thirty-five,North Ianport,Mobile,"[{""product_id"": ""PRD-661"", ""category"": ""Books"", ""price"": 74.02, ""quantity"": 1}, {""product_id"": ""PRD-373"", ""category"": ""Electronics"", ""price"": 366.3, ""quantity"": 1}, {""product_id"": ""PRD-574"", ""category"": ""Clothing"", ""price"": 395.54, ""quantity"": 1}]",CREDITCARD,USD,,10.12,$844.44,Failed,83,5.0
TXN-101596,2025-08-06T12:28:15.282317,"{""name"": ""Jasmine Gutierrez"", ""email"": ""jeremy73@example.net"", ""phone"": ""(634)487-9088x875""}",38,East Juanmouth,Mobile,"[{""product_id"": ""PRD-579"", ""category"": ""Home & Kitchen"", ""price"": 84.2, ""quantity"": 1}, {""product_id"": ""PRD-695"", ""category"": ""Clothing"", ""price"": 324.88, ""quantity"": 1}]",PayPal,USD,,6.24,$415.87,Failed,40,5.0
TXN-103471,2024-11-06T14:11:48.861835,"{""name"": ""Samuel Wilson"", ""email"": ""edwardswilliam@example.net"", ""phone"": ""001-594-978-7037x6645""}",64,Gonzalesshire,Mobile,"[{""product_id"": ""PRD-796"", ""category"": ""Home & Kitchen"", ""price"": 33.94, ""quantity"": 2}, {""product_id"": ""PRD-879"", ""category"": ""Clothing"", ""price"": 478.55, ""quantity"": 3}]",COD,USD,Eq10,7.38,1510.76,Refunded,150,
TXN-104573,2024-03-23T21:31:03.911592,"{""name"": ""Shane Mcdonald"", ""email"": ""michelle29@example.com"", ""phone"": ""934-757-5826x755""}",42,Owenbury,Desktop,"[{""product_id"": ""PRD-110"", ""category"": ""Electronics"", ""price"": 411.42, ""quantity"": 1}, {""product_id"": ""PRD-625"", ""category"": ""Home & Kitchen"", ""price"": 19.47, ""quantity"": 2}]",PayPal,USD,,6.53,461.5,Failed,45,3.0
TXN-101867,2025-09-11T02:38:35.050395,"{""name"": ""Gerald Simpson"", ""email"": null, ""phone"": ""817-630-3048x37275""}",thirty-five,Floresborough,Desktop,"[{""product_id"": ""PRD-881"", ""category"": ""Clothing"", ""price"": 438.48, ""quantity"": 3}, {""product_id"": ""PRD-657"", ""category"": ""Sports"", ""price"": 490.15, ""quantity"": 2}, {""product_id"": ""PRD-931"", ""category"": ""Home & Kitchen"", ""price"": 58.43, ""quantity"": 1}]",COD,USD,qz10,5.3,2365.08,Pending,235,99.0
TXN-102150,2024-05-30T14:12:02.940136,"{""name"": ""Matthew Higgins"", ""email"": ""douglas79@example.com"", ""phone"": ""001-887-843-0013x806""}",69,Millertown,Desktop,"[{""product_id"": ""PRD-838"", ""category"": ""Home & Kitchen"", ""price"": 120.95, ""quantity"": 2}]",Credit Card,USD,,5.49,256.42,Refunded,24,99.0
TXN-103914,16/02/2025 02:13,"{""name"": ""Mercedes Parsons"", ""email"": ""shane16@example.com"", ""phone"": ""983-789-5391x80644""}",33,Lake Juanland,Desktop,"[{""product_id"": ""PRD-527"", ""category"": ""Sports"", ""price"": 22.97, ""quantity"": 2}]",credit_card,USD,zE10,5.79,55.41,Failed,4,5.0
TXN-101116,01/01/2024 18:48,"{""name"": ""William Cantu"", ""email"": ""campbellmichelle@example.com"", ""phone"": ""001-735-594-9931""}",35,New Sherri,Desktop,"[{""product_id"": ""PRD-405"", ""category"": ""Books"", ""price"": 286.25, ""quantity"": 3}, {""product_id"": ""PRD-275"", ""category"": ""Clothing"", ""price"": 478.88, ""quantity"": 3}, {""product_id"": ""PRD-330"", ""category"": ""Clothing"", ""price"": 252.91, ""quantity"": 3}]",CREDITCARD,USD,tO10,8.66,3064.7,Pending,305,1.0
TXN-100831,2025-08-26T12:22:52.999138,"{""name"": ""George Rodriguez"", ""email"": ""georgevasquez@example.com"", ""phone"": ""501.307.3062x194""}",36,West Timothy,Mobile,"[{""product_id"": ""PRD-870"", ""category"": ""Electronics"", ""price"": 373.77, ""quantity"": 3}]",Credit Card,USD,,10.73,1140.75,Pending,112,1.0
TXN-100371,2025-09-27T04:29:52.424946,"{""name"": ""Steven Hamilton"", ""email"": ""qchaney@example.net"", ""phone"": ""242.380.8337x7400""}",41,Davismouth,Desktop,"[{""product_id"": ""PRD-782"", ""category"": ""Electronics"", ""price"": 399.9, ""quantity"": 1}, {""product_id"": ""PRD-536"", ""category"": ""Books"", ""price"": 412.15, ""quantity"": 1}, {""product_id"": ""PRD-771"", ""category"": ""Electronics"", ""price"": 451.68, ""quantity"": 1}]",Credit Card,USD,,5.93,1276.28,Pending,126,3.0
TXN-102712,2025-12-21T07:19:56.060832,"{""name"": ""Kimberly Small"", ""email"": ""ktaylor@example.com"", ""phone"": ""001-770-461-0938x52875""}",45,South Kristaville,Mobile,"[{""product_id"": ""PRD-161"", ""category"": ""Electronics"", ""price"": 100.58, ""quantity"": 3}, {""product_id"": ""PRD-715"", ""category"": ""Books"", ""price"": 379.59, ""quantity"": 2}]",PayPal,USD,EE10,12.49,1078.36,Pending,106,5.0
TXN-103915,2025-11-20T05:48:20.446275,"{""name"": ""Jessica Castro"", ""email"": ""ashleyjimenez@example.org"", ""phone"": ""583-809-7274""}",66,Port Kevin,,"[{""product_id"": ""PRD-723"", ""category"": ""Books"", ""price"": 439.97, ""quantity"": 2}, {""product_id"": ""PRD-338"", ""category"": ""Books"", ""price"": 374.16, ""quantity"": 3}]",credit_card,USD,,8.51,2019.32,Failed,200,
TXN-103967,2024-06-22T10:55:49.224526,"{""name"": ""Claire Bradshaw"", ""email"": ""patricia45@example.net"", ""phone"": ""+1-389-841-1900""}",33,West Samantha,,"[{""product_id"": ""PRD-552"", ""category"": ""Sports"", ""price"": 46.77, ""quantity"": 2}, {""product_id"": ""PRD-148"", ""category"": ""Home & Kitchen"", ""price"": 112.3, ""quantity"": 2}, {""product_id"": ""PRD-314"", ""category"": ""Electronics"", ""price"": 161.69, ""quantity"": 3}]",COD,USD,,7.47,809.86,Completed,80,99.0
TXN-100329,2024-01-24T13:36:12.378124,"{""name"": ""Richard Stuart"", ""email"": ""adamwilson@example.net"", ""phone"": ""+1-658-308-9593x7077""}",32,Lake Gary,,"[{""product_id"": ""PRD-950"", ""category"": ""Clothing"", ""price"": 226.25, ""quantity"": 1}, {""product_id"": ""PRD-269"", ""category"": ""Home & Kitchen"", ""price"": 435.48, ""quantity"": 1}]",COD,USD,yE10,13.52,673.53,Refunded,66,1.0
TXN-101156,2024-12-27T14:58:53.381076,"{""name"": ""Judith Smith"", ""email"": null, ""phone"": ""(354)551-3366x83548""}",unknown,East Julietown,Desktop,"[{""product_id"": ""PRD-467"", ""category"": ""Clothing"", ""price"": 84.96, ""quantity"": 3}, {""product_id"": ""PRD-582"", ""category"": ""Home & Kitchen"", ""price"": 102.18, ""quantity"": 1}]",Credit Card,USD,,14.37,365.8,Refunded,35,
TXN-101517,2024-08-12T12:51:50.857368,"{""name"": ""Jerry Ferguson"", ""email"": ""amy74@example.net"", ""phone"": ""974.625.6660x85290""}",unknown,Pughport,Mobile,"[{""product_id"": ""PRD-302"", ""category"": ""Books"", ""price"": 44.63, ""quantity"": 1}, {""product_id"": ""PRD-714"", ""category"": ""Clothing"", ""price"": 284.04, ""quantity"": 2}, {""product_id"": ""PRD-515"", ""category"": ""Home & Kitchen"", ""price"": 57.98, ""quantity"": 1}]",CREDITCARD,USD,DE10,10.18,689.98,Pending,67,
TXN-104033,02/08/2025 17:07,"{""name"": ""Jeffrey Carson"", ""email"": ""mccartychristopher@example.com"", ""phone"": ""001-742-312-2244x8961""}",62,Jamesport,,"[{""product_id"": ""PRD-238"", ""category"": ""Sports"", ""price"": 170.42, ""quantity"": 1}]",CREDITCARD,USD,,10.31,183.71,Failed,17,2.0
TXN-102231,2025-11-19T21:25:42.036229,"{""name"": ""Malik Ortega"", ""email"": ""gomezamy@example.org"", ""phone"": ""(226)939-6102x7005""}",41,Matthewfurt,Desktop,"[{""product_id"": ""PRD-924"", ""category"": ""Clothing"", ""price"": 406.7, ""quantity"": 1}]",credit_card,USD,,13.37,421.09,Completed,40,
TXN-102980,2025-02-16T08:27:55.729867,"{""name"": ""Paul Adams"", ""email"": ""amanda56@example.net"", ""phone"": ""505.313.9629x08239""}",70,Juliebury,Desktop,"[{""product_id"": ""PRD-522"", ""category"": ""Sports"", ""price"": 177.35, ""quantity"": 2}]",credit_card,USD,,13.8,$366.55,Failed,35,1.0
TXN-104352,10/03/2025 08:55,"{""name"": ""Dan Rose"", ""email"": ""kramercaitlin@example.org"", ""phone"": ""289-812-5177x355""}",24,South Danielview,Mobile,"[{""product_id"": ""PRD-737"", ""category"": ""Home & Kitchen"", ""price"": 314.48, ""quantity"": 1}, {""product_id"": ""PRD-767"", ""category"": ""Electronics"", ""price"": 280.02, ""quantity"": 3}, {""product_id"": ""PRD-262"", ""category"": ""Home & Kitchen"", ""price"": 470.24, ""quantity"": 2}]",PayPal,USD,Jl10,13.06,2108.65,Failed,209,5.0
TXN-102590,2025-08-09T18:31:39.275144,"{""name"": ""William Hooper"", ""email"": ""nwalker@example.org"", ""phone"": ""+1-888-408-2281""}",37,Bryantown,Desktop,"[{""product_id"": ""PRD-108"", ""category"": ""Home & Kitchen"", ""price"": 185.6, ""quantity"": 1}]",credit_card,USD,,7.72,200.47,Failed,18,2.0
TXN-102219,06/12/2024 01:11,"{""name"": ""Scott Singh"", ""email"": ""jimenezronald@example.org"", ""phone"": ""+1-917-434-3669x378""}",62,New Tonyside,,"[{""product_id"": ""PRD-127"", ""category"": ""Clothing"", ""price"": 347.97, ""quantity"": 3}, {""product_id"": ""PRD-757"", ""category"": ""Electronics"", ""price"": 122.42, ""quantity"": 1}]",Credit Card,USD,rp10,11.53,1171.66,Failed,116,5.0
TXN-104933,2025-09-21T07:10:02.236727,"{""name"": ""Savannah Cabrera"", ""email"": ""munozdonna@example.net"", ""phone"": ""(353)262-4120x0157""}",23,South Charles,Desktop,"[{""product_id"": ""PRD-121"", ""category"": ""Sports"", ""price"": 135.21, ""quantity"": 1}, {""product_id"": ""PRD-674"", ""category"": ""Home & Kitchen"", ""price"": 12.19, ""quantity"": 3}, {""product_id"": ""PRD-724"", ""category"": ""Sports"", ""price"": 424.45, ""quantity"": 2}]",PayPal,USD,eK10,11.36,$1036.69,Refunded,102,
TXN-100027,17/05/2024 20:21,"{""name"": ""Daniel Hoffman"", ""email"": ""hector54@example.org"", ""phone"": ""(388)930-4801x3929""}",49,South Kelly,,"[{""product_id"": ""PRD-188"", ""category"": ""Books"", ""price"": 303.63, ""quantity"": 3}]",COD,USD,,6.57,926.58,Pending,91,3.0
TXN-100626,2025-10-27T15:53:28.247819,"{""name"": ""Eric Owens"", ""email"": null, ""phone"": ""(302)239-9156x38634""}",45,Lake Cynthia,,"[{""product_id"": ""PRD-321"", ""category"": ""Sports"", ""price"": 308.88, ""quantity"": 1}, {""product_id"": ""PRD-480"", ""category"": ""Books"", ""price"": 456.76, ""quantity"": 2}]",Credit Card,USD,,5.24,1240.46,Refunded,122,
TXN-100903,2024-12-13T22:54:25.006176,"{""name"": ""Gabrielle Henry"", ""email"": ""brittney77@example.com"", ""phone"": ""+1-425-577-1906x40250""}",26,West Gailstad,,"[{""product_id"": ""PRD-981"", ""category"": ""Home & Kitchen"", ""price"": 78.16, ""quantity"": 3}, {""product_id"": ""PRD-349"", ""category"": ""Books"", ""price"": 312.98, ""quantity"": 1}]",CREDITCARD,USD,,14.46,563.97,Refunded,54,
TXN-102425,16/04/2024 20:06,"{""name"": ""Darius Floyd"", ""email"": ""salazargeoffrey@example.org"", ""phone"": ""001-638-553-1273x5509""}",50,Lopezview,Mobile,"[{""product_id"": ""PRD-281"", ""category"": ""Electronics"", ""price"": 96.72, ""quantity"": 1}, {""product_id"": ""PRD-863"", ""category"": ""Home & Kitchen"", ""price"": 493.39, ""quantity"": 2}]",CREDITCARD,USD,,7.93,1093.51,Completed,108,1.0
TXN-101372,2024-11-08T04:33:08.042326,"{""name"": ""Arthur Henderson"", ""email"": ""amanda80@example.net"", ""phone"": ""+1-621-828-5838x4874""}",21,Albertchester,Desktop,"[{""product_id"": ""PRD-447"", ""category"": ""Electronics"", ""price"": 325.13, ""quantity"": 1}]",credit_card,USD,Ge10,14.79,331.69,Pending,32,2.0
TXN-101999,2025-05-19T12:07:11.554317,"{""name"": ""Kathryn Wilson"", ""email"": ""cameron72@example.net"", ""phone"": ""975-565-3310""}",35,Port Alyssaburgh,,"[{""product_id"": ""PRD-915"", ""category"": ""Books"", ""price"": 183.7, ""quantity"": 1}, {""product_id"": ""PRD-522"", ""category"": ""Electronics"", ""price"": 450.02, ""quantity"": 2}, {""product_id"": ""PRD-702"", ""category"": ""Sports"", ""price"": 444.42, ""quantity"": 1}]",Credit Card,USD,,13.46,1536.58,Completed,152,2.0
